2024-04-04, 13:21:09

--------------- PARAMETERS ---------------------
Magri update used: yes (type 3)
Gravity used: no
Prefer specificity: no
specific > general bias: 20
*expanding* specific > general bias: no
learning trials, listed by batch: [1000, 1000, 1000, 1000]
markedness plasticity, listed by batch: [2, 0.2, 0.02, 0.002]
markedness noise, listed by batch: [2, 2, 2, 2]
faithfulness plasticity, listed by batch: [2, 0.2, 0.02, 0.002]
faithfulness noise, listed by batch: [2, 2, 2, 2]
initial markedness weights = 100; initial faithfulness weights = 0

--------------- RESULTS ---------------------

Id(Bk)Syl1	153.86919584941998
Id(Bk)	133.86919584941998
*B2	131.34014243312689
*B3	126.60680909979354
*F4	126.0129847023983
*F5	126.0129847023983
*B5	124.98664592963036
*F3	123.62884252878243
*F1	115.99270922247523
*B1	111.27416619223072
*F5..._B5	110.17313462015133
*_B5...F3	109.8442207965792
*F5..._B2	109.12779644578089
*F5..._B3	108.09605041403486
*_B5...F4	107.89662172898011
*_B5...F1	107.7887165230749
*F4..._B5	106.38377183016352
*_B5...F5	105.53931098416933
*F4..._B2	105.33780865579308
*F5_B3	105.10303288109745
*_B5F5	104.82136226622062
*F3..._B2	104.66467734266176
*F4..._B3	104.30606262404706
*_B5F3	103.77828673064509
*F3..._B5	103.36698417337585
*F5_B2	103.34668200974656
*F3..._B3	103.23732691531134
*F4_B3	103.1332465563111
*F5_B5	102.89558162267843
*_B3...F3	102.7682508172831
*_B3...F5	102.65552798456025
*F3_B3	102.58519460825914
*_B5F1	102.36014509450344
*_B3F5	102.05039977943206
*_B3F3	101.84517389420617
*_B5F4	101.830687663046
*_B3...F4	101.82671235574463
*F5..._B1	101.79934934241386
*_B2F5	101.73665445665448
*F4_B5	101.69565106712285
*_B2...F3	101.68879120879123
*F4_B2	101.37618139924592
*_B3F4	101.36517389420617
*F4..._B1	101.35978890285341
*F3_B2	101.28527230833683
*_B2...F4	101.20879120879123
*_B2...F5	100.97094017094018
*_B3F1	100.89474654377881
*_B3...F1	100.89474654377881
*_B2F1	100.7657142857143
*_B2...F1	100.7657142857143
*_B2F3	100.7657142857143
*_B2F4	100.7657142857143
*F3..._B1	100.71332425638876
*F1..._B2	100.68831168831169
*F5_B1	100.50353404659856
*F4_B1	100.3496878927524
*F3_B1	100.2587788018433
*F1_B2	100.14285714285714
*F1_B3	100.14285714285714
*F1_B1	100
*F1..._B1	100
*_B1F1	100
*_B1...F1	100
*_B1F3	100
*_B1...F3	100
*_B1F4	100
*_B1...F4	100
*_B1F5	100
*_B1...F5	100
*F3_B5	99.98757913905092
*F1..._B5	99.6875341637675
*F1_B5	99.14207961831295
*F1..._B3	98.68831168831169

rounded:
Id(Bk)Syl1	153.869
Id(Bk)	133.869
*B2	131.34
*B3	126.607
*F4	126.013
*F5	126.013
*B5	124.987
*F3	123.629
*F1	115.993
*B1	111.274
*F5..._B5	110.173
*_B5...F3	109.844
*F5..._B2	109.128
*F5..._B3	108.096
*_B5...F4	107.897
*_B5...F1	107.789
*F4..._B5	106.384
*_B5...F5	105.539
*F4..._B2	105.338
*F5_B3	105.103
*_B5F5	104.821
*F3..._B2	104.665
*F4..._B3	104.306
*_B5F3	103.778
*F3..._B5	103.367
*F5_B2	103.347
*F3..._B3	103.237
*F4_B3	103.133
*F5_B5	102.896
*_B3...F3	102.768
*_B3...F5	102.656
*F3_B3	102.585
*_B5F1	102.36
*_B3F5	102.05
*_B3F3	101.845
*_B5F4	101.831
*_B3...F4	101.827
*F5..._B1	101.799
*_B2F5	101.737
*F4_B5	101.696
*_B2...F3	101.689
*F4_B2	101.376
*_B3F4	101.365
*F4..._B1	101.36
*F3_B2	101.285
*_B2...F4	101.209
*_B2...F5	100.971
*_B3F1	100.895
*_B3...F1	100.895
*_B2F1	100.766
*_B2...F1	100.766
*_B2F3	100.766
*_B2F4	100.766
*F3..._B1	100.713
*F1..._B2	100.688
*F5_B1	100.504
*F4_B1	100.35
*F3_B1	100.259
*F1_B2	100.143
*F1_B3	100.143
*F1_B1	100
*F1..._B1	100
*_B1F1	100
*_B1...F1	100
*_B1F3	100
*_B1...F3	100
*_B1F4	100
*_B1...F4	100
*_B1F5	100
*_B1...F5	100
*F3_B5	99.988
*F1..._B5	99.688
*F1_B5	99.142
*F1..._B3	98.688
